delay_location|coordinates
BROADVIEW STATION TO DUNDAS AND PARLIAMENT|(43.6769104, -79.3581849)
GUNNS LOOP TO ST.CLAIR STN.|(43.671913, -79.47184)
PETER TO ONTARIO ST|(nan, nan)
KING AND DURO TO BAY|(nan, nan)
SAPDINA AT QUEENS QUAY|(43.6487579, -79.396276)
QUEENS QUAY AT SPADINA|(43.6487579, -79.396276)
DISTRILLERY LOOP TO DUFFERIN LOOP|(43.63439899999999, -79.425873)
DUFFERIN AND QUEEN|(43.642226, -79.4286137)
BATHURST STN TO EXHIBITION|(43.6358813, -79.4187599)
SPADINA AT BREMNER|(43.6405651, -79.3928444)
GERRARD AT COXWELL|(43.6753569, -79.32028249999999)
DUNDAS AT CHURCH|(43.6565, -79.3771328)
GERRARD ST E AT MAIN ST|(43.68397179999999, -79.3001702)
DUNDAS AT STERLING AVENUE|(43.65067759999999, -79.4430582)
BATHURST & ROBINSON|(43.893229, -79.4693962)
BATHURST SOUTH OF KING|(43.893229, -79.4693962)
DUNDAS AT PARLIAMENT|(43.6594276, -79.36599559999999)
KING AND ATLANTIC|(43.6401779, -79.4212498)
ST. CLAIR AND EARLS COURT|(43.6770415, -79.44744550000001)
QUEEN AND DUFFRIN|(43.642226, -79.4286137)
LANSDOWNE & ST.CLAIR AVE.|(43.6763452, -79.4505978)
UPPER GERRARD & COXWELL|(43.6753569, -79.32028249999999)
BLOOR STREET|(43.6702395, -79.3867779)
COLLEGE AND OSSINGTON|(43.6595215, -79.4246695)
YORK AND QUEEN|(43.651199, -79.3849089)
DUNN AVE|(43.6371948, -79.433052)
SHAW ST|(43.6573352, -79.421207)
DUNDAS AT RIVER|(43.5106999, -79.6946094)
YONGE AND QUEEN STREET|(43.6524128, -79.3792588)
KING/JAMESON TO KING/UNIVERSITY|(36.5869972, -82.15945119999999)
QUEEN ST. EAST AND EMPIRE ST.|(43.6637879, -79.3278595)
WINDERMERE AVE. AND THE QUEENSWAY|(43.6373075, -79.47000729999999)
QUEEN ST. WEST AND OHARA ST.|(43.6411144, -79.43415259999999)
QUEEN AND TECUNSETH|(43.6466705, -79.4065926)
QUEENS QUAY @ SPADINA|(43.6487579, -79.396276)
QUEEN AND CANNOUGHT|(nan, nan)
ST.CLAIR AT OAKWOOD|(43.6794987, -79.4358172)
LAKESHORE AND BROOKERS LANE|(43.6273081, -79.4790374)
HOWARD PARK & RONCESVALLES|(43.6514994, -79.4510634)
LAKESHORE AND 5TH ST|(nan, nan)
DUNDAS @ PALMERSTON|(43.6518046, -79.40848489999999)
QUEEN/ WOODBINE|(43.7144731, -79.6041188)
LAKESHORE/ KIPLING|(43.5982045, -79.5169695)
BATHURST / KING|(43.64390350000001, -79.4026703)
BROCK|(nan, nan)
QUEEN / RONCESVALLES|(43.6406044, -79.4366461)
QUEENS QUAY AT REES|(43.6382515, -79.3895182)
MAIN STATION - MOVED TO COXWELL LOOP@QUEEN|(nan, nan)
YORK/ QUEEN|(nan, nan)
COLLEGE|(nan, nan)
HOWARD PARK|(nan, nan)
ST.CLAIR AT LAUGHTON AVE|(43.6746509, -79.4575967)
WELLINGTON|(-41.2923814, 174.7787463)
DUNDAS AT RONCESVALLES|(43.6538732, -79.451805)
YONGE STREET|(43.9120105, -79.4467502)
LENNOX ST. AND BATHURST STREET|(43.66383150000001, -79.41068349999999)
KING AND CHARLOTTE|(43.646417, -79.3934036)
QUEEN ST. EAST AND PARLIAMENT ST.|(43.65560010000001, -79.3644429)
QUEEN @ LESLIE|(nan, nan)
DUNDAS AT DUFFERIN STREET|(43.6496251, -79.4314243)
ROCY YARD|(nan, nan)
LAKESHORE & PARKLAWN|(43.6328215, -79.4363268)
KING @ SUMACH|(nan, nan)
CHARLOTTE|(35.2270869, -80.8431267)
SPADINA AT NASSAU STREET|(43.6558393, -79.3993082)
LAKESHORE AND ISLINGTON|(43.6007796, -79.50525449999999)
SPADINA /QUEEN'S QUAY|(43.6487579, -79.396276)
TECUMSETH|(44.1529303, -79.8685861)
BROADVIEW NORTH OF DUNDAS|(43.6885889, -79.35527200000001)
COLLEGE AND SHAW|(43.6551699, -79.4201016)
QUEEN'S QUAY AND BAY ST.|(43.6411952, -79.3768565)
SPADINA AT QUEEN'S QUAY|(43.6487579, -79.396276)
DUNDAS - RONCESVALLES|(43.6502487, -79.4410384)
QUEN AT KINGSTON|(44.231345, -76.48096939999999)
KING ST. E. AT YONGE.|(43.6491589, -79.37789219999999)
UNIVERSITY|(nan, nan)
KING ST. W. AT DUFFERIN.|(43.638954, -79.4273614)
KING ST.W. AT DUFFERIN.|(43.638954, -79.4273614)
SPADINA CIRCLE|(43.6596724, -79.400621)
PARLIAMENT TO UNIVERSITY|(nan, nan)
RONC. AT QUEEN.|(nan, nan)
RONCESVSLLES AT DUNDAS|(43.6538732, -79.451805)
RONCESVALLES AT DUNDAS|(43.6538732, -79.451805)
DUNDAS AT DOVERCOURT|(43.6494408, -79.4247374)
EGLINTON GARAGE|(43.7212522, -79.2900372)
DISTILLARY LOOP|(43.6495448, -79.3594516)
RONCESVALLES @ QUEEN|(43.6464617, -79.4435762)
KING AT ELM STREET CAR|(43.6383494, -79.43031119999999)
KING AT ELM STREET|(43.6383494, -79.43031119999999)
SPADINA AND QUEEN'S QUAY|(43.6386604, -79.3904266)
QUEENS QUAY AND BAY|(43.6411952, -79.3768565)
COLLEGE ST. AND HAVELOCK ST.|(43.652964, -79.42943199999999)
LOWER GERRARD & COXWELL|(43.6753569, -79.32028249999999)
ST. CLAIR/HOUNSLOW HEATH|(43.674133, -79.4599532)
RONC. AT GALLEY.|(nan, nan)
KINGSTON RD|(43.7619783, -79.1946749)
WOODBINE AND GERRARD|(43.6808057, -79.3107465)
COLLEGE AND BROCK ST|(nan, nan)
KING AND DUFFRIN|(43.638954, -79.4273614)
CARLTON & CHURCH|(43.6619015, -79.3793625)
LAKESHORE AND LONGBRANCH AVE|(43.59438410000001, -79.5339748)
KING AT QUEEN|(43.25936799999999, -79.878605)
QUENS QUAY @ BATHURST|(43.6357159, -79.3984369)
QUEENS QUAY @ BATHURST|(43.6357159, -79.3984369)
PARLIAMENT ST. TO YORK ST.|(43.6591884, -79.3659018)
SPADINA AT RICHMOND|(37.5407246, -77.4360481)
QUEEN ST. WEST AND DUFFERIN LOOP|(43.642226, -79.4286137)
BATHURST @ ADELAIDE|(43.6448252, -79.4030549)
QUEEN AND NEVILLE LOOP|(43.644334, -79.4180164)
LAKESHORE AND LONGBRANCH|(43.59438410000001, -79.5339748)
LAKESHORE/QUEEN|(43.644334, -79.4180164)
KING|(43.9927234, -79.67423649999999)
DUNDAS W. STN|(nan, nan)
KIPLING AND BURNHAMTHORPE|(43.65099439999999, -79.5392834)
RONCY/HOWARD PARK|(nan, nan)
SPADIAN AND QUEEN|(43.6487579, -79.396276)
SPADIAN AND KING|(43.64550450000001, -79.39492159999999)
ST CLAIR AND CALEDONIA|(43.6754247, -79.4547813)
DUNDAS AND SHAW|(43.0252334, -81.10671169999999)
RIVER AND DUNDAS|(43.5106999, -79.6946094)
RONCESVALLES / GALLEY|(43.6428251, -79.44770670000001)
BRANT & KING|(43.6449434, -79.3976004)
QUEEN AND PARL|(nan, nan)
BIRCHMOUNT|(43.7742379, -79.2950495)
QUEEN AND SILVERBIRCH AVE|(43.6755484, -79.2862309)
TEST|(nan, nan)
KING / BERKLEY|(nan, nan)
QUEEN AT WOODBINE|(43.7144731, -79.6041188)
QUEEN AT OSSINGTON|(43.6595215, -79.4246695)
SPADINA STN SPARE TRACK|(43.6671711, -79.40435339999999)
KING / JOHN|(nan, nan)
RICHMOND WEST OS SIMCOE|(42.8372632, -80.3040424)
ST CLAIR AND OLD WESTON ROAD|(43.6734439, -79.4629927)
KING/CHURCH|(nan, nan)
LAKESHORE AND PARK LAWN|(43.6229412, -79.48128059999999)
QUEEN AND NEVILLE PARK|(43.6737566, -79.2815422)
ST CLAIR AND LANSDOWNE|(43.6763452, -79.4505978)
HOWARD PARK AND DUNDAS|(43.6521208, -79.4480955)
DUDNAS HOWARD PARL|(43.6521208, -79.4480955)
DUDNAS AND HOWARD PARK|(43.6521208, -79.4480955)
RONESVALLES YARD|(43.6463098, -79.4490457)
RONCESVALLE YARD|(43.6464617, -79.4435762)
RONCESVALLES YARS|(43.6464617, -79.4435762)
DUNDAS AT BROADVIEW|(43.6624664, -79.351366)
GERRARD AND SACKVILLE|(43.66259729999999, -79.36402369999999)
DEGRASSI AND GERRARD|(43.6708856, -79.3280752)
BERKLEY / KING|(nan, nan)
BOTH WAYS QUEEN 501|(nan, nan)
QUEEN RONCY|(43.6397909, -79.4461661)
QUEEN AND RIVER ST|(nan, nan)
QUEEN AND LOGAN|(nan, nan)
SPADIAN AT KING|(43.64550450000001, -79.39492159999999)
OAKWOOD LOOP  ST CLAIR|(nan, nan)
QUEENSWAY GARAGE|(42.86257459999999, -80.3136468)
BATHURST AND CNE LOOP|(43.893229, -79.4693962)
ST CLAIR AND DUFFERIN|(43.67802160000001, -79.4430842)
KINGSTON RD AND QUEEN|(43.7619783, -79.1946749)
QUEEN AT TRILLER.|(43.6392009, -79.4437714)
LAKESHORE AT QUEENS|(43.6100401, -79.4902084)
KING& SPADINA|(43.6527581, -79.398087)
ST CLAIR AND ARLINGTON|(43.6809683, -79.42883669999999)
KING/BRANT|(nan, nan)
QUEEN AND SPRUCE HILL|(nan, nan)
KING/PORTLAND|(45.5591406, -122.66149)
RUSSELL DIVISION EQUIPMENT|(nan, nan)
DUNDAS & OSSINGTON|(43.6493394, -79.4207678)
RONCESVALLES / HOWARD PARK|(43.6514994, -79.4510634)
1|(nan, nan)
QUEEN AT TRILLER|(43.6392009, -79.4437714)
MAIN TO HIGH PARK|(43.64654789999999, -79.4636903)
QUEN AT MCCAUL|(43.6501631, -79.3896872)
KINGSTON/DUNDSAS|(43.5106999, -79.6946094)
DUNDAS W STN|(nan, nan)
RONCESVALLES DIVISION|(43.6464617, -79.4435762)
DEGRASSI|(nan, nan)
DUNDAS ST. WEST AT COLLEG ST. WEST|(43.6502487, -79.4410384)
QUUEN AND DUFFERIN|(43.642226, -79.4286137)
KEELE|(43.863707, -79.514399)
LONGBRANCH LOOP BUS BAY|(43.5919725, -79.5438952)
GRACE|(nan, nan)
BROADVIEW & JACK LAYTON WAY|(43.6661788, -79.35290619999999)
SPADINA & COLLEGE|(43.6527581, -79.398087)
KEEL STATION|(43.6554974, -79.4599095)
OAKWOOD|(43.6926279, -79.44080749999999)
RONC AND QUEEN|(nan, nan)
QUEEN AT DUFFERIN.|(43.642226, -79.4286137)
SPADINA/BREMNER|(43.6405651, -79.3928444)
PARK LAWN & LAKESHORE|(43.6229412, -79.48128059999999)
RUISSELL YARD|(nan, nan)
QUEEN AND OSSINGTON|(43.644171, -79.4188508)
1ST AND LAKESHORE|(nan, nan)
MCCOWAN AND LAWRENCE|(43.755541, -79.2454547)
QUEEN AT BROCK|(43.1181324, -79.247686)
DUNDAS/BLOOR|(43.6560119, -79.45254469999999)
LEASLIE BARNS|(43.6585461, -79.32472829999999)
BOTH WAYS 501|(nan, nan)
BATHURST STN.|(43.6660011, -79.4112152)
RUSSEL CAR HOUSE|(nan, nan)
H.PARK|(nan, nan)
BRODVIEW AND GERRARD|(43.6654831, -79.35263359999999)
HARBORD AND SPADINA|(43.6630939, -79.4020097)
COXWEL AND GERRARD|(43.6753569, -79.32028249999999)
WINDEMERE|(nan, nan)
QUEEN/ CANNAUGHT|(nan, nan)
VAUGHAN AND ST CLAIR.|(43.6827095, -79.4200063)
QUEEN AT DOWLING|(43.639968, -79.4398492)
COLLEGE AT DUFFERIN|(43.652555, -79.4325456)
BROADVIEW/MILLBROOK|(43.6723172, -79.3532328)
RONCESVALLES|(43.6464617, -79.4435762)
LESLIE BARNS YARD|(nan, nan)
OLLEGE|(nan, nan)
MCCAUL - BROADVIEW|(nan, nan)
COXWELL AND GERRADE|(43.6753569, -79.32028249999999)
KING/BERKLEY|(nan, nan)
JAMESON / KING|(43.637178, -79.436008)
LANSDOWNE & COLLEGE|(51.51121149999999, -0.1896364)
QUEEN AND RONCESVALLIES|(43.644334, -79.4180164)
LAKESHORE AND GARDINER|(43.6382536, -79.4489692)
WITHROW/BROADVIEW|(nan, nan)
BROADVIEW AVE AT WITHROW|(43.6729037, -79.3557688)
HOWARD PARK AND RONCY|(43.6510456, -79.4533658)
PARLIAMENT KING|(nan, nan)
RONC AND HOWARD PARK|(nan, nan)
GUNNS LOOP AND STCLAIR|(43.6718533, -79.4711359)
LAKESHORE AND GARDINER RAMP|(43.6382536, -79.4489692)
BATHURST/CARR|(-33.4111857, 149.578693)
DUNDAS /BAY|(43.5694532, -79.6289385)
BROADVIEW STN.|(43.6769104, -79.3581849)
RONCESVALLES  DUNDAS|(43.6502487, -79.4410384)
RONCESSVALLES / QUEEN|(43.6406044, -79.4366461)
VICTORIA AND DUNDAS|(43.5106999, -79.6946094)
KING SIMCOE|(42.8372632, -80.3040424)
DISTLLERY LOOP|(43.6508601, -79.35675979999999)
BROADVEIW AND KING|(43.6729037, -79.3557688)
DUNDAS/PARLAMENT|(43.659693, -79.36574399999999)
DUNADAS/BROADVIEW|(43.6729037, -79.3557688)
DUNDAS/BEVERLY|(nan, nan)
GERRARD & LOGAN|(43.6708856, -79.3280752)
COLLEGE & BEVERLEY|(53.841963, -0.435093)
KING / UNIVERSITY|(36.5869972, -82.15945119999999)
KING / BAY|(43.6486507, -79.3802583)
MCCAUL LOOP|(43.6519775, -79.39032139999999)
WOLFRY / BROADVIEW|(43.6742466, -79.3570514)
ST.CLAIR AND WYCHWOOD|(43.6822108, -79.423504)
KING ST AT SPADINA|(43.64550450000001, -79.39492159999999)
SPRINGHURST LOOP - DUFFERIN LOOP|(43.63439899999999, -79.425873)
DUNDAS/RIVER|(-37.51383798236348, 141.9977128681577)
NEVILLE|(nan, nan)
EMPIRE|(nan, nan)
DUNDAS AT  BEVERLEY|(43.6538153, -79.39381809999999)
WAVERLY|(nan, nan)
DUNDAS WSET STN|(43.6568393, -79.45333409999999)
COLLEGE AND GLENMOUNT PK|(43.6803631, -79.30504)
DUNDAS/CHURCH|(43.26650890000001, -79.9568685)
H.PARK LOOP|(nan, nan)
KING & QUEENSWAY|(43.6253329, -79.5072058)
KING / ZDUFFERIN|(43.638954, -79.4273614)
ST CLAIR AND AVENUE|(43.6770883, -79.4465923)
QUEENSWAY AND WINDERMERE|(43.6373075, -79.47000729999999)
PETER STREET|(43.647632, -79.3929626)
ROCESVALLES|(43.6464617, -79.4435762)
AGUSTA AND QUEEN ST.|(43.6480658, -79.39964859999999)
COXWELL AND UPPER GERRARD|(43.6819241, -79.3229987)
GERRAD AND COXWELL|(43.6753569, -79.32028249999999)
CLINTON AND COLLEGE|(nan, nan)
KING & CHURCH|(nan, nan)
DUNDAS AT JARVIS|(43.657093, -79.3745627)
JARVIS AND COLLEGE|(nan, nan)
EGLIMNGTON GARAGE|(43.7212522, -79.2900372)
ST CLAIR AND LAUGHTON|(43.6746509, -79.4575967)
DUNDAS/BELLWOODS|(43.6504939, -79.4149264)
OLD WESTON RD.|(43.6754322, -79.4635692)
LAKESHORE AND 40TH|(43.5926131, -79.54177059999999)
DUNDAS & LISGAR|(43.6494957, -79.4267637)
DUFFERIN GATE LOOP|(43.63439899999999, -79.425873)
WOODBINE QUEEN|(43.7144731, -79.6041188)
LAKESHORE MILES RD|(43.6084595, -79.4891886)
LESLIE QUEEN|(nan, nan)
QUUEN & LESLIE|(nan, nan)
DANFORTH AND BROADVIEW|(43.6762135, -79.3588475)
CONNAUGHT QUEEN|(nan, nan)
QUEEN AND DENISON|(43.6478777, -79.4005919)
BINGHAM KINGSTON RD.|(43.681553, -79.284714)
BINGHAM KINSGTON RD.|(43.681553, -79.284714)
GERRARD AND PARLIAMEN|(43.66194780000001, -79.36702509999999)
OLD WESTON RD & ST CLAIR|(43.6734439, -79.4629927)
GERRAD AND SCHUMACK|(43.6708856, -79.3280752)
RONCESVALLE QUEEN|(43.6406044, -79.4366461)
EARLSCOURT AND ST CLAIR|(43.6770415, -79.44744550000001)
RONCESVALLE|(43.6464617, -79.4435762)
RONCY QUEEN|(nan, nan)
KING / YONGE|(43.6487564, -79.37844869999999)
ST CLAIR WEST STN.|(43.6841895, -79.4154172)
WISON PARK AND QUEEN|(43.6394457, -79.44249429999999)
QUEEN/BROADVIEW.|(43.6588399, -79.35064469999999)
DUNDAS AND GERRARD|(43.6708856, -79.3280752)
DUNCAN AND JOHN|(nan, nan)
QUUEN AND JAMESON|(43.6404714, -79.4372735)
QUEEN AND ABELL|(43.6430858, -79.4243611)
QUEENA AND BAY|(43.6518897, -79.38173239999999)
DUNDAS & RONCY|(43.5106999, -79.6946094)
DUFFERIN & COLLEGE|(43.652555, -79.4325456)
LESILE/QUEEN|(nan, nan)
QUEEN/LESILE|(nan, nan)
KING/VICTORIA|(nan, nan)
VICTORIA AND KING|(nan, nan)
LAKESHORE AND 9TH ST|(43.6002606, -79.50761709999999)
KING / FRASOR|(nan, nan)
KING/JEFFERSON|(nan, nan)
SPADINA & LAKESHORE|(43.6385364, -79.39212959999999)
DUFFERIN / LIBERTY|(43.63708219999999, -79.4266444)
DUNDAS/DENSION|(nan, nan)
RONCESVALLES/GRENADIER|(43.6500057, -79.4471481)
KING & PORTLAND|(45.5591406, -122.66149)
DUFFERIN & SPRINGHURST|(43.6348863, -79.4258011)
QUEEN OHARA|(nan, nan)
QUEEN STREET YONGE ST TO BATHURST|(-33.4111857, 149.578693)
OSSINGTON NAD COLLEGE|(43.6595215, -79.4246695)
EMPIRE / QUEEN|(nan, nan)
GERRARD/RIVER|(nan, nan)
QUEENSWAY AND GLENDALE|(43.6253329, -79.5072058)
DUNDAS/BROADVIEW|(43.6729037, -79.3557688)
DUNSAS WEST STATION|(43.6568393, -79.45333409999999)
HOWARD PARK AND RONCEVALLES|(43.6514994, -79.4510634)
QUEN AT SHAW|(nan, nan)
KING @ RONCESVALLES|(43.6387919, -79.4461334)
RONCY/DUNDAS|(43.5106999, -79.6946094)
LANSDOWNE|(nan, nan)
JONES & GERRARD|(nan, nan)
KINGSTON LOOP QUEEN|(nan, nan)
DUFFERING LOOP|(43.63439899999999, -79.425873)
LAKESHORE GARDINER|(nan, nan)
CARLAW & GERRARD|(43.6671769, -79.3436817)
OSSINGTON & COLLEGE|(43.6595215, -79.4246695)
MCCAUL/QUEEN|(nan, nan)
UNIVERSITY & COLLEGE|(43.6624645, -79.3961984)
BROADVIEW QUEEN|(nan, nan)
BROADVIEW/WITHROW|(nan, nan)
LESLIE AND EASTERN|(43.66193759999999, -79.3287981)
DUNDAS /LANSDOWNE|(43.64941839999999, -79.4397625)
BAY & COLLEGE|(45.7730094, -87.0853039)
RONCY AND DUNDAS|(43.5106999, -79.6946094)
QUEEN AND KING(DVP BRIDGE)|(43.7076341, -79.3312244)
SPADINA/LAKESHORE|(43.6527581, -79.398087)
RONCY/BLOOR|(nan, nan)
QUEENSQUAY AND YORK|(43.6400699, -79.38020019999999)
QUEENQUAY AND FORT YORK|(43.6382515, -79.3895182)
SPADINA AND QQ|(43.6527581, -79.398087)
CHURCH KING|(nan, nan)
KING CHURCH|(nan, nan)
KING / SHERBOURNE|(43.661228, -79.3722185)
HOWARD PARK AND RONC|(43.6510456, -79.4533658)
UNIVERSITY/ QUEEN|(43.644334, -79.4180164)
ST.CLAIR AND KEELE|(43.672473, -79.4675352)
ST.CLAIR AND YOUNG|(43.6880291, -79.3940666)
WOODFIELD & GERRARD|(43.671821, -79.3239708)
QUEEN & RIVER|(nan, nan)
LASLIE BARNS|(43.6585461, -79.32472829999999)
SUNNYSIDE|(43.6389491, -79.4480308)
SPADINA & SULLIVAN|(43.6527581, -79.398087)
DUNDAS AND DENISON|(43.6520368, -79.4022396)
PARLIAMENT & CARLTON|(nan, nan)
KING / WILSON PARK|(43.636631, -79.4415691)
PARLIAMENT/QUEEN|(nan, nan)
QUEEN / BOULTON|(43.8719191, -79.727517)
KING / SPADINA|(43.6527581, -79.398087)
RONCESVALLES / KING|(43.6387919, -79.4461334)
VAUGHN AND ST CLAIR|(43.6827095, -79.4200063)
ST CALIR WEST STN.|(43.6841895, -79.4154172)
QUEEN AND SPADINA TO QUEEN AND CANNAUGHT|(43.64882100000001, -79.39699759999999)
SOURAREN AND QUEEN|(43.63974899999999, -79.4409306)
MAIN SDTATION|(43.6889948, -79.301919)
LANSDOWN|(nan, nan)
WOODBINE AND QUEEN|(43.6828384, -79.3115968)
QUEENSWAY AND DUFFERIN LOOP|(43.6253329, -79.5072058)
ST CLAIR W. AND SPADINA|(43.68469220000001, -79.4111827)
OLD WESTO RD - KEEL UDERPASS|(43.6726177, -79.4675697)
DUNDAS AT DENISON|(43.6520368, -79.4022396)
KING & PETER|(nan, nan)
CHURCH/KING|(nan, nan)
YORK / QUEEN|(43.651199, -79.3849089)
PARLIAMENT/ QUEEN|(nan, nan)
DUNCAN/ RICHMOND|(43.649448, -79.38916)
DUNDAS WEST SATION|(43.6568393, -79.45333409999999)
QUEEN AND MC CAUL|(43.6501631, -79.3896872)
KINGSTON RD AND GLENNDALE AVE|(43.8348483, -79.09153739999999)
QUEENSQUAY AND REES|(43.6382515, -79.3895182)
DUFFERIN/KING|(43.9586389, -79.5106437)
QUEEN / EMPIRE|(nan, nan)
YONGE / QUEEN|(43.6524128, -79.3792588)
QUEEN UNNIVERSITY|(44.2252795, -76.49514119999999)
DUNDAS/UNIVERSITY|(43.6542327, -79.3884447)
DUNDAS & CHURCH|(43.6565, -79.3771328)
KING/YONGE|(43.6487564, -79.37844869999999)
BATHURST TO YONGE ST|(43.9120105, -79.4467502)
RONCEVALLES|(43.6464617, -79.4435762)
GUNS LOOP.|(43.671913, -79.47184)
DESTILLERY LOOP|(43.6508601, -79.35675979999999)
BINGHAM|(nan, nan)
SILVERBIRCH / QUEEN|(nan, nan)
DUNDAS & HOWARD PARK|(43.6521208, -79.4480955)
ST CLAIR AT NORTHCLIFF|(43.6785033, -79.44085319999999)
QUEEN AND GLEN MANOR|(nan, nan)
QUEEN AND BATHURST.|(43.6471969, -79.4039809)
QUEEN AND CARLAW ST|(43.6616929, -79.34003299999999)
QUEENSWAY AND RONCY|(43.6253329, -79.5072058)
QUEEN AND YORK ST|(43.651199, -79.3849089)
QUEEN AND UNNIVERSITY|(43.6508639, -79.3864337)
DUFFERIN / KING|(43.638954, -79.4273614)
QUEEN AND LANSDOWN|(nan, nan)
BATHURST ST TO YONGE|(43.893229, -79.4693962)
KING/RIVER|(40.7589986, -73.8872257)
BOTH WEYS 512|(nan, nan)
BOTH WAYS 506|(nan, nan)
BAY/QUUEEN|(43.6518897, -79.38173239999999)
VICTORIA / QUEEN|(nan, nan)
QUEEN AND DUNN AVE|(43.6410416, -79.4345264)
DUNDAS AND BEVERLY|(43.6538153, -79.39381809999999)
WINDEMERE/QUEENSWAY|(43.6253329, -79.5072058)
COLLEGE/UNIVERSITY|(nan, nan)
GERRARD AND SHUMACH|(43.66315549999999, -79.3614893)
HURON AND DUNDAS|(43.653332, -79.3961386)
YORK AND KING|(43.6479288, -79.38354919999999)
QUEEN AND DOVERCOURT|(43.64347859999999, -79.4223717)
COLLEGE & HAVELOCK|(34.8790492, -76.9013301)
KING & UNIVERSITY|(36.5869972, -82.15945119999999)
COLLEGE & OSSINGTON|(43.6595215, -79.4246695)
DUNDAS & UNIVERSITY|(43.6548133, -79.3884774)
YONGE AND DUNDAS|(43.656325, -79.38090299999999)
BATHURST AT LAWRENCE|(43.719105, -79.429611)
QUEEN AND SILVER BIRCH|(nan, nan)
DUNDAS AT BEVERLEY ST|(43.6538153, -79.39381809999999)
QUEEN AND LEE AVE|(43.644334, -79.4180164)
QUEEN AND SPRINGHURST LOOP|(43.6338376, -79.430928)
COLLEGE/AUGUSTA|(nan, nan)
COLLEGE/DOVERCOURT|(43.6671754, -79.43169480000002)
QUEEN AND CAROLINE|(nan, nan)
ST ANDREW/SPADINA|(nan, nan)
DUFFERIN SOUTH OF QUEEN|(44.0527524, -80.1875065)
SHAW KING|(nan, nan)
COXWELL AT QUEEN|(43.6720593, -79.32289709999999)
5TH / LAKESHORE|(nan, nan)
WINDEMERE / QUEEN|(nan, nan)
NIAGARA / QUEEN|(43.6459939, -79.4099355)
LONG BRANCH TO DUFFERIN|(40.30427780000001, -73.9923596)
CHURCH|(nan, nan)
DUFFERIN & ST. CLAIR|(43.6769898, -79.44241199999999)
KING ST W AT DUFFERIN|(43.638954, -79.4273614)
GERRARD & BROADVIEW|(43.6654831, -79.35263359999999)
OAKWOOD & ST. CLAIR|(43.6794987, -79.4358172)
ST.CLAIR AT BATHURST|(43.6830782, -79.4182617)
SIMCOE / QUEEN|(43.6506493, -79.38743509999999)
QUEENSWAY TO KING|(43.6253329, -79.5072058)
KING/SHAW|(nan, nan)
DUNDAS AT BELLWOODS|(43.6509293, -79.4128078)
BROADVIEW-DUNDAS|(43.6769104, -79.3581849)
DUNDAS & BEVERLEY|(43.6538153, -79.39381809999999)
RONCESVALLES AND BLOOR|(43.6463098, -79.4490457)
SPADINA TO EXHIBIION LOOP|(43.6362392, -79.4155857)
QUEENSWAY|(43.6253329, -79.5072058)
BROADVIEW AT QUEEN|(nan, nan)
RIVER ST. AND COLLEGE|(nan, nan)
DUNDAS/ PARLIAMENT|(43.6594276, -79.36599559999999)
40TH / LAKESHORE|(43.5926131, -79.54177059999999)
QUEEN/BROADVIEW|(43.6588399, -79.35064469999999)
WINDEMERE TO MARINE PARADE|(nan, nan)
LOCKWOOD|(nan, nan)
WOODBINE AND UPPER GERARD|(43.6828384, -79.3115968)
RIVER|(nan, nan)
PAPE|(43.677411, -79.3442546)
SUMACH / QUEEN|(nan, nan)
CARROLL|(nan, nan)
BROADVIEW/CARROLL|(nan, nan)
SPADINA AND ST. CLAIR|(43.68469220000001, -79.4111827)
BOTH WAYS 512|(nan, nan)
JARVIS / QUEEN|(nan, nan)
EGLINTON|(43.7248331, -79.3051082)
DUNDAS/LANDSOWN LOOP|(43.64941839999999, -79.4397625)
PARLIAMENT AND ST, CLAIR|(43.6591884, -79.3659018)
INDIAN RD. AND HOWARD PARK|(43.65066330000001, -79.45498669999999)
DUNDAS & BROCK|(43.8798441, -78.9422032)
KINGSTON & QUEEN|(nan, nan)
BATHURST AND ADELIADE|(43.6448252, -79.4030549)
EXIBITION LOOP|(43.6362392, -79.4155857)
BAY AND DUNDAS|(43.6557389, -79.38374019999999)
DUNDAS & BLOOR|(43.6426178, -79.53223059999999)
DUNDAS/LANSDOWN LOOP|(43.64941839999999, -79.4397625)
CLAREMONT / QUEEN|(43.646071, -79.4095504)
RONCEVALLES / QUEEN|(43.6406044, -79.4366461)
PAPE / QUEEN|(43.677411, -79.3442546)
PORTLAND AND FRONT|(43.6414283, -79.3988196)
KING/SACKVILLE|(44.78012349999999, -63.69870369999999)
DUNDAS AND CRAWFORD|(43.6500648, -79.4170615)
QUEEN AND BROCK ST|(nan, nan)
LAKESHORE AND WINDERMIRE|(43.6352044, -79.4681797)
BATHURST & FRONT|(43.6407524, -79.4014179)
KINGSTON RD AND MAIN ST|(43.6789004, -79.29801770000002)
QUENN AND GREENWOOD|(43.6801399, -79.3318068)
WINDEMERE / QUEENSWAY|(43.6373075, -79.47000729999999)
QUEENSWAY AND WINDERMIRE|(43.6373075, -79.47000729999999)
QUEEN AND TRILLER AVE|(43.6392009, -79.4437714)
BROADVIEW AND ERINDALE|(43.6775427, -79.35867050000002)
DUNDAS/DROADVIEW|(43.6729037, -79.3557688)
BROADVIEW & ERINDALE|(43.6775427, -79.35867050000002)
PRINCESS GATES|(43.6346793, -79.4095262)
SHERBOURNE  CARLTON|(43.661228, -79.3722185)
